# Source: 00_NEW_상품라인업.xlsx
# Path: \\Nas\공용_시장조사팀\01_상품기획파트\05_상품개발\00_NEW_상품라인업.xlsx
# mtime: 2026-08-21T11:36:27
# Sheets: CQR, TSLA_ATHLIO
# Mode: low-load read_only extract

## CQR
브랜드 | 이미지 | 구모델 | 모델명 | 발주서명 | 라인1 | 라인2 | 시리즈이름(OPT) | 스타일이름 | 원단이름 | 원단 정보 | 슬로건 | PR | 1번 | 스와치 컬러 | 스와치 포즈 | 촬영리뷰 파일 | 시즌
TSLA |  |  | FTH02 | 언더레이어 | 상의 | 티셔츠 | 후디 | 여성 | 사계절 | P87/S13 165gsm |  | KR21033_TMFTH02_PR | USELESS
TSLA |  | FTS70 | FTS71 | 스트레치SD | 상의 | 티셔츠 | 반팔 | 여성 | 여름 | P90/S10 |  | #N/A | USELESS | 2025_06&07
TSLA |  | FKZ72 | FKZ73 | 스트레치SD | 상의 | 티셔츠 | 쿼터 집업 | 여성 | 사계절 | P90/S10 |  | #N/A | USELESS | 2025_06&07
TSLA |  |  | MCT01 | 인터락메쉬140 | 상의 | 사이클링저지 | 반팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMCT01_PR | USELESS
TSLA |  |  | MCT02 | 인터락메쉬140 | 상의 | 사이클링저지 | 반팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMCT01_PR | USELESS
TSLA |  |  | MCT03 | 인터락메쉬140 | 상의 | 사이클링저지 | 반팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMCT01_PR | USELESS
TSLA |  |  | MCT04 | 인터락메쉬140 | 상의 | 사이클링저지 | 반팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMCT01_PR | USELESS
TSLA |  |  | MCT21 | 인터락메쉬140 | 상의 | 사이클링저지 | 긴팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMCT21_PR | USELESS
TSLA |  |  | MCT22 | 인터락메쉬140 | 상의 | 사이클링저지 | 긴팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMCT21_PR | USELESS
TSLA |  |  | MTS11 | 인터락메쉬140 | 상의 | 티셔츠 | 반팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR21091_TMMTS41_PR | USELESS
TSLA |  | 3pack | MTN30 | 인터락메쉬140 | 상의 | 티셔츠 | 민소매 | 남성 | 여름 | P100 인터락메쉬 |  | KR19111_TMMTN33_PR | USELESS
TSLA |  |  | MTS57 | 다이나믹코튼 | 상의 | 티셔츠 | 7부 | 남성 | 사계절 | CVC60/40 |  | KR19111_TMMTS57_PR | USELESS
TSLA |  |  | MTL51 | 다이나믹코튼 | 상의 | 티셔츠 | 긴팔 | 남성 | 사계절 | CVC60/40 |  | KR19111_TMMTL50_PR | USELESS
TSLA |  |  | MTL55 | 다이나믹코튼 | 상의 | 티셔츠 | 긴팔 | 남성 | 사계절 | CVC60/40 |  | KR19111_TMMTL50_PR | USELESS
TSLA |  |  | MTN52 | 다이나믹코튼 | 상의 | 티셔츠 | 민소매 | 남성 | 여름 | CVC60/40 |  | KR19111_TMMTN03_PR | USELESS
TSLA |  |  | FTS32 | 다이나믹코튼 | 상의 | 티셔츠 | 7부 | 여성 | 사계절 | CVC60/40 |  | KR19111_TMFTS32_PR | USELESS
TSLA |  |  | FTS34 | 다이나믹코튼 | 상의 | 티셔츠 | 7부 | 여성 | 사계절 | CVC60/40 |  | KR19111_TMFTS32_PR | USELESS
TSLA |  |  | MTK10 |  | 상의 | PK셔츠 | 반팔 | 남성 | 여름 | P100 Pique |  | KR21061_TMMTK10_PR | USELESS
TSLA |  |  | MTK20 |  | 상의 | PK셔츠 | 반팔 | 남성 | 여름 | CVC 60/40 215gsm |  | KR19111_TMMTK20_PR | USELESS
TSLA |  |  | MTK30 |  | 상의 | PK셔츠 | 반팔 | 남성 | 여름 | P100 인터락메쉬 |  | KR21061_TMMTK10_PR | USELESS
TSLA |  |  | FTK21 |  | 상의 | PK셔츠 | 반팔 | 여성 | 여름 | CVC 60/40 215gsm |  | KR19111_TMFTK21_PR | USELESS
TSLA |  |  | GTK27 |  | 원피스 | PK원피스 | 반팔 | 아동 | 여름 | CVC 60/40 215gsm |  | KR21011_TMGTK27_PR | USELESS
TSLA |  |  | YKB80 | 보드복 | 하의 | 긴바지 | 보드 바지 | 남성 | 겨울 | Poly Ripstop PVC 코팅 170gsm |  | KR19111_TMYKB81_PR | Snow_Pants
TSLA |  |  | YKB85 | 보드복 | 하의 | 긴바지 | 보드 바지 | 남성 | 겨울 | Poly Ripstop PVC 코팅 170gsm |  | KR19111_TMYKB81_PR | Snow_Pants
TSLA |  |  | YKB84 | 보드복 | 하의 | 긴바지 | 보드 바지 | 남성 | 겨울 | Poly Ripstop PVC 코팅 170gsm |  | KR19111_TMYKB81_PR | Snow_Pants
TSLA |  |  | YKO85 | 보드빕 | 하의 | 긴바지 | 보드 오버롤 | 남성 | 겨울 | 100% Polyester |  | KR19111_TMYKO85_PR | Snow_Pants
TSLA |  |  | XKB91 | 보드복 | 하의 | 긴바지 | 보드 바지 | 여성 | 겨울 | Poly Ripstop PVC 코팅 170gsm |  | KR19111_TMXKB92_PR | Snow_Pants_W
TSLA |  |  | XKB94 | 보드복 | 하의 | 긴바지 | 보드 바지 | 여성 | 겨울 | Poly Ripstop PVC 코팅 170gsm |  | KR19111_TMXKB92_PR | Snow_Pants_W
TSLA |  |  | XKO94 | 보드빕 | 하의 | 긴바지 | 보드 오버롤 | 여성 | 겨울 | 100% Polyester |  | KR19111_TMXKO94_PR | Snow_Pants_W
TSLA |  |  | KKB71 | 보드복 | 하의 | 긴바지 | 보드 바지 | 아동 | 겨울 | Poly Ripstop PVC 코팅 170gsm |  | KR19111_TMKKB71_PR | Snow_Pants_K
TSLA |  |  | KKO75 | 보드빕 | 하의 | 긴바지 | 보드 오버롤 | 아동 | 겨울 | 100% Polyester |  | KR19111_TMKKO75_PR | Snow_Pants_K
TSLA |  |  | BKO61 | 보드빕 | 하의 | 긴바지 | 보드 오버롤 | 아동 | 겨울 | 100% Polyester |  | KR19111_TMBKO65_PR | Snow_Pants_K
TSLA |  |  | BKO65 | 보드빕 | 하의 | 긴바지 | 보드 오버롤 | 아동 | 겨울 | 100% Polyester |  | KR19111_TMBKO65_PR | Snow_Pants_K
TSLA |  |  | YKB57 | 소프트쉘팬츠 | 하의 | 긴바지 | 소프트쉘 바지 | 남성 | 겨울 | P94 S6 (TPU본딩) |  | KR21121_TMYKB59_PR | USELESS
TSLA |  |  | YKB59 | 소프트쉘팬츠 | 하의 | 긴바지 | 소프트쉘 바지 | 남성 | 겨울 | P94 S6 (TPU본딩) |  | KR21121_TMYKB59_PR | USELESS
TSLA |  |  | XKB58 | 소프트쉘팬츠 | 하의 | 긴바지 | 소프트쉘 바지 | 여성 | 겨울 | P92 SP8 |  | KR21121_TMXKB54_PR | USELESS
TSLA |  |  | XKB56 | 소프트쉘팬츠 | 하의 | 긴바지 | 소프트쉘 바지 | 여성 | 겨울 | P92 SP8 |  | KR21121_TMXKB54_PR | USELESS
TSLA |  |  | YKB01 | 방풍바지 | 하의 | 긴바지 | 방풍 바지 | 남성 | 겨울 | P100 275gsm (WR) |  | KR21051_TMYKB01_PR | Fleece_Cyling_Pants
TSLA |  |  | YKB02 | 방풍바지 | 하의 | 긴바지 | 방풍 바지 | 남성 | 겨울 | P100 275gsm (WR) |  | KR21051_TMYKB01_PR | Fleece_Cyling_Pants
TSLA |  |  | YKB03 | 방풍바지 | 하의 | 긴바지 | 방풍 바지 | 남성 | 겨울 | P100 275gsm (WR) |  | KR21051_TMYKB01_PR | Fleece_Cyling_Pants
TSLA |  |  | YKB05 | 방풍바지 | 하의 | 긴바지 | 방풍 바지 | 남성 | 겨울 | P100 275gsm (WR) |  | KR21051_TMYKB01_PR | Fleece_Cyling_Pants
TSLA |  |  | YUL80 | FW요가 | 하의 | 타이즈 | 러닝 타이즈 | 남성 | 겨울 | PE78 SP22 FD WR 240GSM |  | KR20111_TMYUL74_PR | USELESS
TSLA | 조거 |  | YKB24 |  | 하의 | 긴바지 | 스웻팬츠 | 남성 | 겨울 | C/P/S 49/45/6 FLEECE |  | #N/A | #N/A
TSLA | 스트레이트 |  | YKB25 |  | 하의 | 긴바지 | 스웻팬츠 | 남성 | 겨울 | C/P/S 49/45/6 FLEECE |  | #N/A | #N/A
TSLA |  |  | XYP81 | FW요가 | 요가 | 요가바지 | Basic | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | KR20021_TMXYP83_PR | Fleece_Yoga
TSLA |  |  | XYP85 | FW요가 | 요가 | 요가바지 | Pocket | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | #N/A | #N/A
TSLA |  |  | XBP83 | FW요가 | 요가 | 요가바지 | 부츠컷 | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | KR20021_TMXYP83_PR | Fleece_Yoga
TSLA |  |  | XBP82 | FW요가 | 요가 | 요가바지 | Basic | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | #N/A | #N/A
TSLA |  |  | XBP84 | FW요가 | 요가 | 요가바지 | Basic | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | #N/A | #N/A
TSLA |  |  | XUL87 | FW요가 | 하의 | 타이즈 | 러닝 타이즈 | 여성 | 겨울 | PE78 SP22 FD WR 240GSM |  | #N/A | #N/A | 2025_06&07
TSLA | 조거 |  | XKB20 | 플리스스웻 | 하의 | 긴바지 | 스웻팬츠 | 여성 | 겨울 | C/P/S 49/45/6 FLEECE |  | #N/A | #N/A
TSLA | 스트레이트 |  | XKB21 | 플리스스웻 | 하의 | 긴바지 | 스웻팬츠 | 여성 | 겨울 | C/P/S 49/45/6 FLEECE |  | #N/A | #N/A
TSLA |  |  | MKB01 |  | 하의 | 긴바지 | 트랙 팬츠 | 남성 | 사계절 | P95/SP5 |  | KR22071_TMMKB01_PR | USELESS
TSLA |  |  | MKB02 |  | 하의 | 긴바지 | 트랙 팬츠 | 남성 | 사계절 | P95/SP5 |  | KR22071_TMMKB01_PR | USELESS
TSLA |  |  | MBK20 | 듀스포조거 | 하의 | 긴바지 | 트레이닝 바지 | 남성 | 사계절 | P88/S12 125gsm |  | KR22101_TMMBK20_PR | USELESS
TSLA | 조거 기본 |  | MBK21 | 듀스포조거 | 하의 | 긴바지 | 트레이닝 바지 | 남성 | 사계절 | P88/S12 125gsm |  | #N/A | #N/A
TSLA |  |  | MBK40 | PS팬츠 | 하의 | 긴바지 | 아웃도어 바지 | 남성 | 사계절 | P92%, SP8% WR |  | #N/A | #N/A
TSLA |  |  | FBP77 | 듀스포조거 | 하의 | 긴바지 | 트레이닝 바지 | 여성 | 사계절 | P88/S12 125gsm |  | KR22031_TMFBP14_PR | USELESS
TSLA |  |  | WBP112 | 듀스포조거 | 하의 | 긴바지 | 트레이닝 바지 | 여성 | 사계절 | P88/S12 125gsm |  | #N/A | USELESS
TSLA |  | FBP72 | FBP74 | 피치조거 | 하의 | 긴바지 | 라운지 바지 | 여성 | 사계절 |  |  | #N/A | USELESS | 2025_06&07
TSLA |  | FBP73 | FBP76 | 피치조거 | 하의 | 긴바지 | 라운지 바지 | 여성 | 사계절 | P/SP(92/8) 190gsm |  | #N/A | USELESS | 2025_06&07
TSLA |  |  | FBS31 | 슬랙스 | 하의 | 반바지 | 라운지 반바지 | 여성 | 여름 | 83/17 N/SP ATY SNGL JSY 300gsm |  | KR20021_TMFBS30_PR | USELESS
TSLA |  | 29" | FBP50 | 슬랙스 | 하의 | 긴바지 | 슬랙스 | 여성 | 사계절 | 83/17 N/SP ATY SNGL JSY 300gsm |  | KR22091_TMFBP50_PR | Casual_Pants_W
TSLA |  | 31" | FBP51 | 슬랙스 | 하의 | 긴바지 | 슬랙스 | 여성 | 사계절 | 83/17 N/SP ATY SNGL JSY 300gsm |  | KR22091_TMFBP50_PR | Casual_Pants_W
TSLA |  | 29" | FBP66 | 슬랙스 | 하의 | 긴바지 | 라운지 바지 | 여성 | 사계절 | 83/17 N/SP ATY SNGL JSY 300gsm |  | KR22091_TMFBP50_PR | Casual_Pants_W
TSLA |  | 31" | FBP67 | 슬랙스 | 하의 | 긴바지 | 라운지 바지 | 여성 | 사계절 | 83/17 N/SP ATY SNGL JSY 300gsm |  | KR22091_TMFBP50_PR | Casual_Pants_W
TSLA |  |  | FBP68 | 슬랙스 | 하의 | 긴바지 | 라운지 바지 | 여성 | 사계절 | 83/17 N/SP ATY SNGL JSY 300gsm |  | KR22091_TMFBP50_PR | Casual_Pants_W
TSLA |  |  | FBP41 | PS팬츠 | 하의 | 긴바지 | 라운지 바지 | 여성 | 사계절 | P92%, SP8% WR |  | #N/A | #N/A
TSLA |  |  | FGS03 |  | 요가 | 요가반바지 | 3" | 여성 | 여름 | P83/S17 폴리인터락 250gsm semi-dull |  | KR19111_TMFYS11_PR | USELESS
TSLA |  |  | FGS15 |  | 요가 | 요가반바지 | 5" Pocket | 여성 | 여름 | P83/S17 폴리인터락 250gsm semi-dull |  | KR19111_TMFYS11_PR | USELESS
TSLA |  |  | FGS17 |  | 요가 | 요가반바지 | 7" | 여성 | 여름 | P83/S17 폴리인터락 250gsm semi-dull |  | KR19111_TMFYS11_PR | USELESS
TSLA |  |  | FGS18 |  | 요가 | 요가반바지 | 8" Pocket | 여성 | 여름 | P83/S17 250gsm semi-dull |  | KR19111_TMFYS11_PR | USELESS
TSLA |  |  | FAC34 |  | 요가 | 요가카프리 | 21" Pocket | 여성 | 사계절 | P77/S23 폴리인터락피치 250gsm |  | KR04061_TMFYC21_PR | USELESS
TSLA |  |  | FAP54 |  | 요가 | 요가바지 | Pocket | 여성 | 사계절 | P77/S23 폴리인터락피치 250gsm |  | KR22121_TMFGP54_PR | USELESS
TSLA |  |  | FBP62 |  | 요가 | 요가바지 | 부츠컷 | 여성 | 사계절 | P83/S17 폴리인터락 250gsm semi-dull |  | KR19111_TMFYB01_PR | USELESS
TSLA |  | 키작녀 | FBP63 |  | 요가 | 요가바지 | 부츠컷 | 여성 | 사계절 | P83/S17 폴리인터락 250gsm semi-dull |  | KR19111_TMFYB01_PR | USELESS
TSLA |  |  | MBH43 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | P95/SP5 |  | KR19111_TMMBH23_PR | USELESS
TSLA |  |  | MBH45 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | P95/SP5 |  | KR20081_TMMBH45_PR | USELESS
TSLA |  |  | MBH24 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | P95/SP5 |  | KR19121_TMMBH45_PR | Athletic_Shorts
TSLA |  |  | MBH26 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | P95/SP5 |  | KR19121_TMMBH45_PR | Athletic_Shorts
TSLA |  |  | MBH27 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | P95/SP5 |  | KR19121_TMMBH45_PR | Athletic_Shorts
TSLA |  |  | MBH47 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 남성 | 여름 | P95/SP5 |  | KR20081_TMMBH45_PR | USELESS
TSLA |  | 2pack | MBH02 | 인터락메쉬140 | 하의 | 반바지 | 메쉬 반바지 | 남성 | 여름 | P100 인터락메쉬 |  | KR22061_TMMBH35_PR | USELESS
TSLA |  |  | FBH30 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 여성 | 여름 | P95/SP5 |  | KR04111_TMFBH30_PR | #N/A
TSLA |  |  | FBH34 | 러닝쇼츠 | 하의 | 반바지 | 런닝 반바지 | 여성 | 여름 | P95/SP5 |  | KR19111_TMFBH32_PR | USELESS
TSLA |  |  | FBH42 | PS팬츠 | 하의 | 반바지 | 런닝 반바지 | 여성 | 여름 | P92%, SP8% WR |  | #N/A | #N/A
TSLA |  |  | KBH11 | 인터락메쉬140 | 하의 | 반바지 | 메쉬 반바지 | 아동 | 여름 | P100 인터락메쉬 |  | KR19111_TMKBS01_PR | USELESS
TSLA |  | 2pack | MZS82 | 스키양말 | 잡화 | 양말 | 스키 양말 | 공용 | 겨울 | C70/SP25/N5 144N |  | KR19111_TMMZS82_PR | USELESS
TSLA |  | 2pack | MZS83 | 스키양말 | 잡화 | 양말 | 스키 양말 | 공용 | 겨울 | C70/SP25/N5 144N |  | KR19111_TMMZS82_PR | USELESS
TSLA |  |  | KZS80 | 아동스키양말 | 잡화 | 양말 | 스키 양말 | 아동 | 겨울 | 70% Cotton, 25% Elastane,  5% Nylon |  | #N/A | #N/A
TSLA |  | 10pack | MZS52 | 신사양말 | 잡화 | 양말 | 신사 양말 | 공용 | 사계절 |  |  | KR19111_TMMZS50_PR | USELESS
TSLA |  | 6p / set | MZS11 | 발목양말 | 잡화 | 양말 | No Show | 공용 | 사계절 | C35/P50/PU13/RB2 |  | #N/A
TSLA |  | 6p / set | MZS12 | 발목양말 | 잡화 | 양말 | No Show | 공용 | 사계절 | C35/P50/PU13/RB2 |  | KR19111_TMMZS17_PR | USELESS
TSLA |  | 6p / set | MZS42 | 중목양말 | 잡화 | 양말 | Crew | 공용 | 사계절 | C35/P50/PU13/RB2 |  | KR19111_TMMZS17_PR | USELESS
TSLA |  | 6p / set | MZS62 | 장목양말 | 잡화 | 양말 | Mid Calf | 공용 | 사계절 | C35/P50/PU13/RB2 |  | KR19111_TMMZS61_PR | USELESS
TSLA |  |  | MZM303 (3p) MZS306 (6p) |  | 잡화 | 양말 | #N/A | #N/A | 사계절 | 35% Cotton, 50% Polyester,  13% Polyurethane, 2% Rubber |  | #N/A | #N/A
TSLA |  |  | MZS403 (3p) MZS406 (6p) |  | 잡화 | 양말 | #N/A | #N/A | 사계절 | 35% Cotton, 50% Polyester, 13%  Polyurethane, 2% Rubber |  | #N/A | #N/A
TSLA |  |  | FZS602 (2p) FZS624(4p,실리콘) | 요가양말 | 잡화 | 양말 | #N/A | #N/A | 사계절 | 35% Cotton, 50% Polyester, 13%  Polyurethane, 2% Rubber |  | #N/A | #N/A
TSLA |  |  | FZS702 (2p) FZS724 (4p,실리콘) | 요가양말 | 잡화 | 양말 | #N/A | #N/A | 사계절 | 35% Cotton, 50% Polyester,  13% Polyurethane, 2% Rubber |  | #N/A | #N/A
TSLA |  |  | MZS55 |  | 잡화 | 양말 | Mid Calf | 공용 | 사계절 |  |  | KR22061_TMMZS55_PR | USELESS
TSLA |  |  | MZS701 |  | 잡화 | 양말 | Knee High | 공용 | 사계절 | 35% Cotton, 50% Polyester,  13% Polyurethane, 2% Rubber |  | #N/A | #N/A
TSLA |  |  | MZS136 (6p) |  | 잡화 | 양말 | #N/A | 공용 | 사계절 | 80% Cotton, 17% Polyester,  3% Rubber |  | #N/A | #N/A
TSLA |  |  | MZC01 | 종아리 아대 | 잡화 | 종아리 아대 | 종아리토시 | 공용 | 사계절 | 80% Cotton, 17% Polyester,  3% Rubber |  | #N/A | #N/A
TSLA |  |  | YZC01 YZC04 (P) YZC11 (2P) | 겨울ACC | #N/A | #N/A | #N/A | #N/A | #N/A | 86/14 P/S 230 GSM |  | #N/A | Fleece_Skull_Cap
TSLA |  |  | YZC31 | 겨울ACC | 잡화 | 헤드기어 | 스컬캡 | 공용 | 겨울 | 86/14 P/S 230 GSM |  | KR19111_TMYZC01_PR | Fleece_Skull_Cap
TSLA |  |  | YZC51 YZC54 (P) | 겨울ACC | #N/A | #N/A | #N/A | #N/A | #N/A | 86/14 P/S 230 GSM |  | #N/A | Fleece_Skull_Cap
TSLA |  |  | YZC21 | 겨울ACC | 잡화 | 헤드기어 | 스컬캡 | 공용 | 겨울 | 86/14 P/S 230 GSM |  | KR19111_TMYZC01_PR | Fleece_Skull_Cap
TSLA |  |  | YZB03 YZB06 (P) | 겨울ACC | #N/A | #N/A | #N/A | #N/A | #N/A | 86/14 P/S 230 GSM |  | #N/A | Fleece_Balaclava
TSLA |  |  | YZN30 YZN31 (2P) |  | #N/A | #N/A | #N/A | #N/A | #N/A | 48/43/9 N/P/S |  | #N/A | Neck_Gaitor
TSLA |  |  | ZZB33 ZZB36 (P) | 겨울ACC | #N/A | #N/A | #N/A | #N/A | #N/A | 86/14 P/S 230 GSM |  | #N/A | Fleece_Balaclava_K
TSLA |  |  | MBU35 | 브리프 | 언더웨어 | 브리프 | No Fly | 남성 | 사계절 | P/S 92/8 130gsm |  | KR22021_TMMBU30_PR | USELESS
TSLA |  |  | YZV05 YZV15 (PRINT) | 겨울장갑 | #N/A | #N/A | #N/A | #N/A | #N/A | 86/14 P/S 230 GSM |  | #N/A | Fleece_Gloves
TSLA |  |  | MZM01 | 마스크 | 잡화 | 기타 | Mask | 공용 | 사계절 | 85% Polyester, 8.5% Polyurethane,  6.5% Copper Threads |  | KR21092_TMMZM01_PR | #N/A
TSLA |  |  | MZN10 |  | 잡화 | 헤드기어 | 넥게이터 | 공용 | 여름 | 88% Nylon,  12% Span |  | #N/A | #N/A
TSLA |  |  | YUD54 YUD64 (프린트) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_LS
TSLA |  |  | YUD40 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMYUD54_PR | Heatlayer_LS
TSLA |  |  | YUB59 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 반팔 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMYUB36_PR | USELESS
TSLA |  |  | MHS100 (세트) MHS105 (P) MHD101 (상의) MHB103 (하의) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Set
TSLA | 상하세트 (Fly) |  | MHS103 | 겨울언더레이어 | 언더레이어 | 언더레이어세트 | 세트 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMMHS100_PR | Heatlayer_Set
TSLA |  |  | MHS300 (세트) MHD301 (상의) MHB303 (하의) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Set
TSLA |  |  | MUD11 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 사계절 | 90% Polyester, 10%Elastane |  | KR19111_TMMUD11_PR | Baselayer_LS
TSLA |  |  | MUD01 (Print) MUD21 (3P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 90% Polyester, 10%Elastane |  | #N/A | Baselayer_LS
TSLA |  |  | MUV01 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 사계절 | 85% Polyester,  15% Elastane |  | KR19121_TMMUV01_PR | USELESS
TSLA |  |  | MUT12 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 사계절 | 87% Polyester,  13% Elastane |  | KR19111_TMMUT12_PR | Baselayer_Turtle
TSLA |  |  | MUT22 | 언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 사계절 | 85% Polyester,  15% Elastane |  | KR19111_TMMUT12_PR | Baselayer_Turtle
TSLA |  |  | MUT14 MUT04 (Print) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Turtle
TSLA |  |  | MUH02 MUH52 (Print) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Balaclava
TSLA |  |  | YUT56 YUT66 (프린트) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Turtle
TSLA |  |  | YUT22 | 겨울언더레이어 | 언더레이어 | 언더레이어상의 | 긴팔 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMYUT57_PR | Heatlayer_Turtle
TSLA |  |  | YUT57 YUT67 (프린트) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Turtle
TSLA |  |  | YUH58 YUH68 (프린트) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Balaclava
TSLA |  |  | MUB23 | 언더레이어 | 언더레이어 | 언더레이어상의 | 반팔 | 남성 | 사계절 | 87% Polyester,  13% Elastane |  | KR19111_TMMUB23_PR | Baselayer_SS
TSLA |  |  | MUB03 MUB20 (3P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_SS
TSLA |  |  | MUV03 | 언더레이어 | 언더레이어 | 언더레이어상의 | 반팔 | 남성 | 사계절 | 87% Polyester,  13% Elastane |  | KR19121_TMMUV03_PR | USELESS
TSLA |  |  | MUV06 | AO티셔츠 | 언더레이어 | 언더레이어상의 | 민소매 | 남성 | 사계절 | 90% Polyester,  10% Elastane |  | KR19111_TMMUV06_PR | USELESS
TSLA |  |  | MUN04 MUN24 (3P) | AO티셔츠 | #N/A | #N/A | #N/A | #N/A | #N/A | 90% Polyester,  10% Elastane |  | #N/A | Baselayer_Tank
TSLA |  |  | MUA05 MUA25 (3P) | AO티셔츠 | #N/A | #N/A | #N/A | #N/A | #N/A | 90% Polyester,  10% Elastane |  | #N/A | Baselayer_Sleeveless
TSLA |  |  | YUP53 YUP63 (프린트) | 겨울언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 88% Polyester,  12% Elastane |  | #N/A | Heatlayer_Pants
TSLA |  |  | YUP41 | 겨울언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMYUP43_PR | Heatlayer_Pants
TSLA |  |  | YUP20 | 겨울언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMYUP43_PR | Heatlayer_Pants
TSLA |  |  | MHB101 | 겨울언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 남성 | 겨울 | 88% Polyester,  12% Elastane |  | KR19111_TMMHB101_PR | USELESS
TSLA |  |  | MUP09 MUP90 (2p) MUP91 (3P) MUP96 (3P / Print) MUP98 (4P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Pants
TSLA |  | Print | MUP99 | 언더레이어 | 언더레이어 | 언더레이어하의 | 긴바지 | 남성 | 사계절 | 85% Polyester,  15% Elastane |  | KR04073_TMMUP19_PR | Baselayer_Pants
TSLA |  |  | MUP49 MUP94 (2P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Pants
TSLA |  |  | MUC28 MUC82 (2P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 87% Polyester,  13% Elastane |  | #N/A | USELESS
TSLA |  |  | MUC48 MUC84 (2P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 87% Polyester,  13% Elastane |  | #N/A | USELESS
TSLA |  |  | MUC01 (Left / 2P) MUC02 (Right / 2P) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Pants
TSLA |  |  | MUS27 MUS97 (Print) MUS73 (3P) MUS76 (3P / Print) | 언더레이어 | #N/A | #N/A | #N/A | #N/A | #N/A | 85% Polyester,  15% Elastane |  | #N/A | Baselayer_Shorts
